,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,lat,lng,pca_x,pca_y,cluster
1794,Bronx,Throgs Neck,02 TWO FAMILY DWELLINGS                    ,1,5599,27,B1,258 ROBINSON AVENUE,10465,2,0,2,2017,2400,1955,1,B1,640000,40.81461263,-73.82611111,-3.0794123024458395,-0.3922596172177147,0
365,Manhattan,Harlem-East,07 RENTALS - WALKUP APARTMENTS             ,2A,1807,40,C3,418 EAST 120 STREET,10035,4,0,4,1892,2189,1900,2,C3,1487500,40.79816284,-73.93264527,-1.0486840370642996,-1.3856561395411005,9
6380,Queens,Corona,03 THREE FAMILY DWELLINGS                  ,1,1930,22,C0,50-12 103RD STREET,11368,3,0,3,2500,5000,1920,1,C0,650000,40.74309166,-73.85957221,-1.3455823441087875,0.25599606070927977,8
1291,Bronx,Melrose/Concourse,07 RENTALS - WALKUP APARTMENTS             ,2,2400,33,C1,377 EAST 153 STREET,10455,25,0,25,3750,16742,1905,2,C1,3650000,40.81914094,-73.91741447,23.734191743752326,-5.6087303816965,9
1684,Bronx,Soundview,02 TWO FAMILY DWELLINGS                    ,1,3763,17,B1,1224 ST LAWRENCE AVENUE,10472,2,0,2,2500,3432,1920,1,B1,362000,40.83057593,-73.86697926,-2.721348920131082,0.2106772529731956,5
4513,Brooklyn,Flatbush-East,02 TWO FAMILY DWELLINGS                    ,1,4915,41,S2,1669 NOSTRAND AVENUE,11226,2,1,3,1607,3300,1931,1,S2,750000,40.64538871,-73.94895811,-2.755419975574664,-0.3722880317320931,6
3243,Brooklyn,Bushwick,02 TWO FAMILY DWELLINGS                    ,1,3366,38,B9,1134 BUSHWICK AVENUE,11221,2,0,2,1500,3000,1910,1,B9,999000,40.68943964,-73.91808541,-3.021149564802472,-0.5716050420673393,5
7031,Queens,Ozone Park,02 TWO FAMILY DWELLINGS                    ,1,9048,28,B2,97-42 77TH   STREET,11416,2,0,2,2000,2675,1925,1,B2,799999,40.68060708,-73.86081441,-3.0010262317180736,-0.30218212856295473,7
6556,Queens,Far Rockaway,02 TWO FAMILY DWELLINGS                    ,1,15821,24,B2,170 BEACH 30TH STREET,11691,2,0,2,2145,2606,2004,1,B2,379000,40.59382051,-73.76262736,-3.1054644721574625,-0.26327064314086085,2
4162,Brooklyn,East New York,02 TWO FAMILY DWELLINGS                    ,1,4041,36,B1,404 VAN SICLEN AVE,11207,2,0,2,1900,2000,1920,1,B1,760000,40.66961623,-73.88958636,-3.193724357846908,-0.6067576839909599,0
867,Bronx,Baychester,03 THREE FAMILY DWELLINGS                  ,1,4897,4,C0,1275 EAST 222 STREET,10469,3,0,3,2500,4125,2004,1,C0,451800,40.87976645,-73.84461797,-1.6035660308582325,0.004779598721885209,6
165,Manhattan,Harlem-Central,01 ONE FAMILY DWELLINGS                    ,1,1942,58,A4,288 W. 137TH STREET,10030,1,0,1,1549,3036,1910,1,A4,2300000,40.81748584,-73.94495358,-3.7378889994057416,0.3891848582287594,4
6682,Queens,Forest Hills,03 THREE FAMILY DWELLINGS                  ,1,3178,10,C0,68-24 ALDERTON STREET,11374,3,0,3,1638,2394,1970,1,C0,325000,40.71448584,-73.85854632,-2.2891319347793537,-1.308517343338126,1
3018,Brooklyn,Borough Park,07 RENTALS - WALKUP APARTMENTS             ,2A,5366,17,C3,1532 38TH STREET,11218,4,0,4,3807,3844,1930,2,C3,1800000,40.63800813,-73.98054640000002,-0.10964246333767606,0.8288028683151438,6
4464,Brooklyn,Flatbush-Central,14 RENTALS - 4-10 UNIT                     ,2A,5193,48,S9,1185 ROGERS AVENUE,11226,3,2,5,2460,4400,1932,2,S9,1000000,40.6410778,-73.95139516,-1.0182353719048771,0.3069562935627204,6
5604,Brooklyn,Park Slope South,07 RENTALS - WALKUP APARTMENTS             ,2A,868,12,C2,326 PROSPECT AVENUE,11215,6,0,6,2508,3900,1931,2,C2,1675000,40.66229913,-73.98755643,1.4703569233434008,-1.3041654488561871,9
401,Manhattan,Harlem-Upper,03 THREE FAMILY DWELLINGS                  ,1,2089,121,C0,617 WEST 142 STREET,10031,3,0,3,1499,2180,1910,1,C0,1700000,40.82496116,-73.95287892,-2.10108114304287,-1.1256879355152192,8
6432,Queens,East Elmhurst,02 TWO FAMILY DWELLINGS                    ,1,1378,64,B3,26-29 98 ST,11369,2,0,2,1754,1890,1930,1,B3,695000,40.76143545,-73.87115575,-3.260417689787152,-0.7714281911475948,4
2177,Brooklyn,Bedford Stuyvesant,02 TWO FAMILY DWELLINGS                    ,1,1591,53,B3,317 HART STREET,11206,2,0,2,2000,2400,1899,1,B3,770000,40.69440337,-73.93818626,-3.0518603203575756,-0.415971225424065,9
5024,Brooklyn,Greenpoint,21 OFFICE BUILDINGS                        ,4,2657,9,O8,260 NORMAN AVENUE,11222,7,1,8,13500,22565,1931,4,O8,3000000,40.72769061,-73.94215788,10.408419086843072,13.474574658491681,4
978,Bronx,Bronxdale,02 TWO FAMILY DWELLINGS                    ,1,4569,19,B1,3038 CRUGER AVENUE,10467,2,0,2,2175,2800,1965,1,B1,430000,40.87070047,-73.86613422,-2.9674210051406145,-0.1920837686283379,0
5694,Brooklyn,Sheepshead Bay,02 TWO FAMILY DWELLINGS                    ,1,7398,62,B2,2339 EAST 13TH STREET,11229,2,0,2,2000,2116,1920,1,B2,955000,40.59311876,-73.95716738,-3.1178845303277423,-0.4299718189194822,2
2377,Brooklyn,Bedford Stuyvesant,02 TWO FAMILY DWELLINGS                    ,1,1828,15,B1,292 PUTNAM AVENUE,11216,2,0,2,1800,2552,1901,1,B1,1300000,40.68406859,-73.94934926,-2.9889274832334296,-0.3754310179319886,4
7182,Queens,Ridgewood,01 ONE FAMILY DWELLINGS                    ,1,3602,28,A5,64-32 65TH   PLACE,11379,1,0,1,1033,1120,1925,1,A5,625000,40.71151084,-73.89504713,-4.637388036453928,-1.1145784509966652,1
4943,Brooklyn,Gravesend,07 RENTALS - WALKUP APARTMENTS             ,2A,6656,50,C2,1765 WEST 1ST   STREET,11223,6,0,6,3250,5727,1931,2,C2,1800000,40.60489925,-73.97426722,2.1210392546841765,-0.09471633809187206,6
5253,Brooklyn,Ocean Hill,02 TWO FAMILY DWELLINGS                    ,1,1568,45,B2,34 PLEASANT PL,11233,2,0,2,1353,1428,1901,1,B2,300000,40.67648279,-73.91003755,-3.545889772063812,-1.3897805394111675,9
895,Bronx,Bedford Park/Norwood,02 TWO FAMILY DWELLINGS                    ,1,3316,56,B3,2683 CRESTON AVENUE,10468,2,0,2,2500,2728,1910,1,B3,200000,40.86728395,-73.89499728,-2.9011229040761455,-0.05973610384856541,0
3205,Brooklyn,Bushwick,02 TWO FAMILY DWELLINGS                    ,1,3227,25,S2,1252 MYRTLE AVENUE,11221,2,1,3,1228,3828,1931,1,S2,1850000,40.69782457,-73.92737691,-2.550361520068999,-0.19659912246807348,5
5642,Brooklyn,Red Hook,01 ONE FAMILY DWELLINGS                    ,1,610,5,S1,253 CONOVER STREET,11231,1,1,2,1600,2100,1925,1,S1,160079,40.67572677,-74.01698152,-4.09996068540715,-0.4072130510266945,4
4090,Brooklyn,Dyker Heights,02 TWO FAMILY DWELLINGS                    ,1,5913,51,B1,955 73RD STREET,11228,2,0,2,2425,2440,1925,1,B1,1400000,40.62591704,-74.01356843,-2.8435796960738604,0.16122251295065404,11
6304,Queens,Cambria Heights,01 ONE FAMILY DWELLINGS                    ,1,12749,85,A5,117-05 232ND STREET,11411,1,0,1,1380,1944,1965,1,A5,389000,40.69120743,-73.7300036,-4.413854265578216,-0.6141604457745118,6
5413,Brooklyn,Ocean Parkway-South,02 TWO FAMILY DWELLINGS                    ,1,7218,51,B1,14 BRIGHTON COURT,11223,2,0,2,2000,2070,1960,1,B1,725000,40.58724157,-73.96720102,-3.187374107722315,-0.4783390821591635,2
4860,Brooklyn,Gravesend,01 ONE FAMILY DWELLINGS                    ,1,6649,44,A9,1794 WEST 7TH STREET,11223,1,0,1,1294,1484,1920,1,A9,680000,40.60362116,-73.97989858,-4.4826504636901445,-0.774947286144951,2
6923,Queens,Long Island City,30 WAREHOUSES                              ,4,45,11,E9,10-25 48TH   AVENUE,11101,1,2,3,5000,5900,1944,4,E9,2969000,40.74392517,-73.95258665,-1.564422635598795,4.5119143577142236,3
5621,Brooklyn,Prospect Heights,02 TWO FAMILY DWELLINGS                    ,1,1166,76,B3,407 STERLING PLACE,11238,2,0,2,2282,2996,1901,1,B3,2900000,40.67490012,-73.96464534,-2.489916217433413,0.6405547160121658,9
1566,Bronx,Mount Hope/Mount Eden,14 RENTALS - 4-10 UNIT                     ,2A,2892,39,S9,1873 CARTER AVE,10457,2,3,5,2347,4506,1950,2,S9,998000,40.84751947,-73.90182107,-1.750401268063545,0.8549044394279911,5
2329,Brooklyn,Bedford Stuyvesant,02 TWO FAMILY DWELLINGS                    ,1,1793,45,B3,308 CLIFTON PLACE,11216,2,0,2,2000,2700,1899,1,B3,100000,40.68897562,-73.95226985,-3.0898027159892547,-0.5255431692424791,4
5734,Brooklyn,Sheepshead Bay,08 RENTALS - ELEVATOR APARTMENTS           ,2,7380,34,D1,2686 OCEAN AVENUE,11229,48,0,48,15000,54000,1934,2,D1,13000000,40.59571049,-73.95074922,59.59569343452712,6.028050758208394,2
146,Manhattan,Greenwich Village-West,07 RENTALS - WALKUP APARTMENTS             ,2A,588,32,C2,38 BARROW STREET,10014,5,0,5,2171,3524,1900,2,C2,313000,40.73215569,-74.00417865,0.12088966747800672,-1.6162837666062408,9
178,Manhattan,Harlem-Central,02 TWO FAMILY DWELLINGS                    ,1,1902,40,B1,112 WEST 118TH STREET,10026,2,0,2,1615,3328,1998,1,B1,2800000,40.80361676,-73.94951199,-2.642582359831859,0.24214616205774164,3
1600,Bronx,Pelham Parkway North,02 TWO FAMILY DWELLINGS                    ,1,4447,28,B1,2560 COLDEN AVENUE,10469,2,0,2,1700,2160,1965,1,B1,330000,40.86471516,-73.85961716,-3.270358271832951,-0.8120887689506898,0
2942,Brooklyn,Borough Park,02 TWO FAMILY DWELLINGS                    ,1,6557,3,B2,6219 23RD   AVENUE,11204,2,0,2,2000,2016,1925,1,B2,810000,40.61379967,-73.97779236,-3.162970437499935,-0.49895482982202,11
3559,Brooklyn,Canarsie,33 EDUCATIONAL FACILITIES                  ,4,8065,55,W9,1234 EAST 87TH   STREET,11236,0,1,1,4000,4200,1963,4,W9,10000,40.63319327,-73.90196148,-3.957278095240796,2.7302691426826997,2
3339,Brooklyn,Bushwick,03 THREE FAMILY DWELLINGS                  ,1,3374,20,C0,1170 PUTNAM AVENUE,11221,3,0,3,1750,2364,1901,1,C0,1360000,40.68996709,-73.91686963,-2.063542299407865,-0.9731829688018886,5
3954,Brooklyn,Crown Heights,14 RENTALS - 4-10 UNIT                     ,2A,1381,58,S4,1627 SAINT JOHNS PLACE,11233,4,1,5,2255,3397,1906,2,S4,10,40.67020049,-73.92331844,-0.7058195773950829,-1.0834065419616414,3
5840,Brooklyn,Sunset Park,03 THREE FAMILY DWELLINGS                  ,1,823,64,C0,441 55TH   STREET,11220,3,0,3,2003,2280,1901,1,C0,995000,40.64303487,-74.01439813,-2.075931011182456,-0.897032629986856,9
3815,Brooklyn,Crown Heights,02 TWO FAMILY DWELLINGS                    ,1,1338,67,B1,1895A PACIFIC STREET,11233,2,0,2,1600,2256,2004,1,B1,650001,40.67641595,-73.92601059,-3.2762230176584155,-0.7382778941141699,3
3250,Brooklyn,Bushwick,02 TWO FAMILY DWELLINGS                    ,1,3376,15,B2,1276 PUTNAM AVENUE,11221,2,0,2,1750,2500,1910,1,B2,1370000,40.69255836,-73.91432115,-3.008492340195404,-0.4044506081557384,5
526,Manhattan,Midtown West,22 STORE BUILDINGS                         ,4,1000,57,K9,160 WEST 48TH   STREET,10105,0,2,2,1707,5077,1929,4,K9,10,40.759496899999995,-73.98345133,-4.130997931739174,1.1359373512395468,3
5991,Brooklyn,Williamsburg-North,07 RENTALS - WALKUP APARTMENTS             ,2A,2304,25,C3,138 BEDFORD AVENUE,11249,4,0,4,1600,2400,1910,2,C3,541000,40.71915135,-73.9563442,-1.253145187703579,-1.8404682815367333,3
3190,Brooklyn,Bush Terminal,07 RENTALS - WALKUP APARTMENTS             ,2A,861,60,C2,245 60TH STREET,11220,6,0,6,2003,3630,1910,2,C2,700000,40.64277978,-74.02161685,1.1148137853196474,-2.1167710836570004,4
1917,Bronx,Williamsbridge,02 TWO FAMILY DWELLINGS                    ,1,4869,160,B1,1042 EAST 223 STREET,10466,2,0,2,1980,2125,1950,1,B1,500,40.88321632,-73.85137259,-3.2422332186850342,-0.7014191986379898,6
6435,Queens,East Elmhurst,02 TWO FAMILY DWELLINGS                    ,1,1650,31,B1,25-43 100TH STREET,11369,2,0,2,1360,1736,1935,1,B1,397187,40.76348656,-73.86956628,-3.458441419082582,-1.2310383934939526,4
6881,Queens,Jamaica Hills,03 THREE FAMILY DWELLINGS                  ,1,9707,78,C0,150-19 87TH   ROAD,11432,3,0,3,2000,2680,1970,1,C0,389850,40.70760091,-73.80620958,-2.112271316747658,-0.9017722768474146,2
2952,Brooklyn,Borough Park,03 THREE FAMILY DWELLINGS                  ,1,5436,12,C0,1516 46TH STREET,11219,3,0,3,4007,4976,1920,1,C0,1500000,40.63374107,-73.98553673,-0.8038398511531002,1.7574948810607052,6
5122,Brooklyn,Midwood,01 ONE FAMILY DWELLINGS                    ,1,6726,79,A5,1127 EAST 15TH STREET,11230,1,0,1,1269,1352,1901,1,A5,688000,40.62206284,-73.96075494,-4.5071917815207545,-0.8499067130439606,6
7639,Staten Island,New Dorp,21 OFFICE BUILDINGS                        ,4,4221,58,O2,358 NEW DORP LANE,10306,0,1,1,4000,4346,1950,4,O2,925000,40.57095957,-74.11073783,-3.7708770673530423,3.0399334484627216,0
4490,Brooklyn,Flatbush-East,01 ONE FAMILY DWELLINGS                    ,1,7930,103,A5,5561 WHITTY LANE,11203,1,0,1,1620,1872,1940,1,A5,494000,40.64050343,-73.92367403,-4.334845240267737,-0.4244879051452255,7
4676,Brooklyn,Flatbush-North,02 TWO FAMILY DWELLINGS                    ,1,4626,36,S2,991 CLARKSON AVENUE,11212,2,1,3,1653,3206,1930,1,S2,733000,40.65799173,-73.92499785,-2.7655758581066383,-0.36872941723608293,1
7142,Queens,Richmond Hill,02 TWO FAMILY DWELLINGS                    ,1,9450,49,S2,94-24 VAN WYCK EXPWY SR W,11419,2,1,3,1995,3240,1930,1,S2,679965,40.69665215,-73.81366916,-2.6670619280193657,-0.09079498219736576,7
7231,Queens,Ridgewood,03 THREE FAMILY DWELLINGS                  ,1,3533,45,C0,60-61 68TH ROAD,11385,3,0,3,1800,3420,1910,1,C0,1340000,40.70418384,-73.89743136,-1.805585148746357,-0.6086714320152263,1
3374,Brooklyn,Bushwick,03 THREE FAMILY DWELLINGS                  ,1,3430,23,C0,244 SCHAEFER STREET,11207,3,0,3,2000,4800,1920,1,C0,850000,40.69123431,-73.90626173,-1.509167030734764,-0.16091830049300945,0
4305,Brooklyn,East New York,07 RENTALS - WALKUP APARTMENTS             ,2A,3842,31,C3,441 NEW LOTS AVENUE,11207,4,0,4,2135,3960,1930,2,C3,900000,40.66267307,-73.8912546,-0.6983697709972767,-0.7977120762588825,1
6536,Queens,Elmhurst,22 STORE BUILDINGS                         ,4,1503,8,K2,84-22 ROOSEVELT AVENUE,11372,0,2,2,1143,2138,1925,4,K2,1550000,40.74787156,-73.88158083,-4.738711131870112,0.2325548577199125,8
3012,Brooklyn,Borough Park,07 RENTALS - WALKUP APARTMENTS             ,2B,925,64,C1,837 43RD   STREET,11232,9,0,9,3022,6267,1920,2,C1,2000000,40.64445704,-73.99865641,5.154352232504208,-1.6184881979879633,8
6264,Queens,Bayside,02 TWO FAMILY DWELLINGS                    ,1,6309,45,B1,43-07 215TH   PLACE,11361,2,0,2,1600,1720,1989,1,B1,1169000,40.761653100000004,-73.76685873,-3.3019646437181827,-0.7596205025431753,7
5518,Brooklyn,Park Slope,03 THREE FAMILY DWELLINGS                  ,1,987,57,C0,303 6TH STREET,11215,3,0,3,2000,2700,1910,1,C0,2037500,40.67149282,-73.98577806,-1.8091015011599505,-0.4513237854013593,4
2855,Brooklyn,Borough Park,02 TWO FAMILY DWELLINGS                    ,1,923,20,B1,834 41ST   STREET,11232,2,0,2,2003,2128,1899,1,B1,1425000,40.64560299,-73.99762904,-3.015912137409472,-0.2996419100210085,8
6932,Queens,Maspeth,02 TWO FAMILY DWELLINGS                    ,1,2380,32,B2,54-07 65TH   PLACE,11378,2,0,2,2100,2348,1950,1,B2,1025000,40.72875183,-73.90021425,-3.0162331256064374,-0.22809813366446635,8
7516,Staten Island,Concord,01 ONE FAMILY DWELLINGS                    ,1,2882,55,A1,54 MARY STREET,10304,1,0,1,300,1020,1920,1,A1,325000,40.61272570000001,-74.08703255,-4.924179893708568,-1.8478097543086551,1
247,Manhattan,Harlem-Central,07 RENTALS - WALKUP APARTMENTS             ,2A,1942,10,C2,255 WEST 136TH STREET,10030,6,0,6,1599,2400,1910,2,C2,1300000,40.81682418,-73.9451624,0.8360193368830324,-2.645546365600981,4
1447,Bronx,Morrisania/Longwood,07 RENTALS - WALKUP APARTMENTS             ,2,2703,14,C7,938 INTERVALE AVENUE,10459,27,4,31,7500,29700,1937,2,C7,6200000,40.82073845,-73.89688571,31.093410363066372,1.5146296261567105,1
7134,Queens,Richmond Hill,02 TWO FAMILY DWELLINGS                    ,1,9408,27,B1,97-48 107TH   STREET,11416,2,0,2,2000,2080,1915,1,B1,425880,40.68735699,-73.83662084,-3.1969907785595035,-0.6042526337017872,7
2656,Brooklyn,Bedford Stuyvesant,22 STORE BUILDINGS                         ,4,1782,35,K4,892 DEKALB AVENUE,11221,2,1,3,2000,4300,1931,4,K4,1100000,40.69259961,-73.94025837,-2.3429230705184416,0.364378341295352,8
48,Manhattan,Chinatown,22 STORE BUILDINGS                         ,4,163,16,K4,46 MOTT STREET,10013,0,2,2,1098,2712,1915,4,K4,2700000,40.71533824,-73.99863269,-4.425419802171297,0.7071709502980994,9
4796,Brooklyn,Fort Greene,02 TWO FAMILY DWELLINGS                    ,1,2044,86,S2,349 MYRTLE AVENUE,11205,2,1,3,1826,2717,1960,1,S2,2237500,40.69324449,-73.9723003,-2.5959685179291947,0.10479153884473896,9
5086,Brooklyn,Madison,22 STORE BUILDINGS                         ,4,6796,3,K4,1308 KINGS HIGHWAY,11229,0,3,3,1701,3660,1925,4,K4,2400000,40.60811965,-73.9597196,-3.883544852546285,1.489484840309546,6
6055,Brooklyn,Wyckoff Heights,03 THREE FAMILY DWELLINGS                  ,1,3250,35,C0,409 STOCKHOLM STREET,11237,3,0,3,2500,2720,1935,1,C0,1300000,40.7056302,-73.91674138,-1.7922573332780884,-0.2293564402002857,0
4374,Brooklyn,Flatbush-Central,02 TWO FAMILY DWELLINGS                    ,1,5135,18,B9,118 LOTT STREET,11226,2,0,2,3200,4172,1899,1,B9,770000,40.64705569,-73.95420177,-2.302281852292842,1.1208455663585308,6
590,Manhattan,Upper East Side (59-79),02 TWO FAMILY DWELLINGS                    ,1,1404,43,B1,174 EAST 70TH STREET,10021,2,0,2,1818,3910,1901,1,B1,10500000,40.76867884,-73.9622146,-1.1563847903597542,2.8132927469598923,3
1182,Bronx,Hunts Point,03 THREE FAMILY DWELLINGS                  ,1,2761,159,C0,906 BRYANT AVENUE,10474,3,0,3,2000,2685,1899,1,C0,217500,40.82015472,-73.88699954,-2.0782781439461218,-1.0104332530820088,1
3554,Brooklyn,Canarsie,22 STORE BUILDINGS                         ,4,8023,35,K4,8602 FLATLANDS AVENUE,11236,2,2,4,4690,6416,1931,4,K4,950000,40.63843422,-73.90869483,-0.8967154795389917,3.2754214528298187,11
891,Bronx,Bedford Park/Norwood,02 TWO FAMILY DWELLINGS                    ,1,3301,98,B3,2765 BRIGGS AVENUE,10458,2,0,2,1882,2556,1901,1,B3,625000,40.86766383,-73.89053465,-3.042683953810107,-0.5065451088982263,0
2802,Brooklyn,Boerum Hill,02 TWO FAMILY DWELLINGS                    ,1,196,45,B9,233 BERGEN STREET,11217,2,0,2,2000,2880,1910,1,B9,2750000,40.68438829,-73.98445257,-2.6232653177515584,0.3338813791235221,4
3819,Brooklyn,Crown Heights,02 TWO FAMILY DWELLINGS                    ,1,1355,75,B9,1193 ST MARKS AVENUE,11213,2,0,2,2204,2214,1899,1,B9,60000,40.67414346,-73.92987944,-3.1574258950892093,-0.5161985805334085,3
4142,Brooklyn,East New York,02 TWO FAMILY DWELLINGS                    ,1,3810,21,B1,758 DUMONT AVENUE,11207,2,0,2,2033,2605,1910,1,B1,745000,40.6668357,-73.89053907,-3.0107843073219733,-0.3252522501168869,1
1947,Bronx,Williamsbridge,07 RENTALS - WALKUP APARTMENTS             ,2B,4671,63,C1,852 EAST 213 STREET,10467,7,0,7,3232,5740,1928,2,C1,910000,40.87788231,-73.85983118,2.9966765092375613,-0.8894107173202602,11
3817,Brooklyn,Crown Heights,02 TWO FAMILY DWELLINGS                    ,1,1344,128,S2,380 RALPH AVE,11233,2,1,3,1770,4400,1920,1,S2,1845000,40.6758273,-73.92196731,-2.261591373084203,0.41688010736374576,9
5466,Brooklyn,Park Slope,02 TWO FAMILY DWELLINGS                    ,1,931,18,S2,200 FLATBUSH AVENUE,11217,2,1,3,1788,2979,1930,1,S2,3300000,40.68158079,-73.97568802,-2.3591116412335875,0.4454961748677137,4
4013,Brooklyn,Cypress Hills,02 TWO FAMILY DWELLINGS                    ,1,4147,63,B2,304 HEMLOCK STREET,11208,2,0,2,2050,2160,1910,1,B2,450000,40.68241537,-73.87084738,-3.157001808632387,-0.5349916064779784,0
5820,Brooklyn,Sunset Park,02 TWO FAMILY DWELLINGS                    ,1,5809,15,B1,426 63RD STREET,11220,2,0,2,2000,3060,1901,1,B1,540000,40.63867502,-74.0194467,-2.9409487718552016,-0.2821387114978849,11
5184,Brooklyn,Ocean Hill,02 TWO FAMILY DWELLINGS                    ,1,1442,3,S2,225 ROCKAWAY AVENUE,11233,2,1,3,1393,2652,1901,1,S2,2800,40.6749839,-73.91101552,-3.0706823110507724,-0.9975340043889116,4
1567,Bronx,Parkchester,01 ONE FAMILY DWELLINGS                    ,1,3989,4,S1,1610 CASTLE HILL AVENUE,10462,1,1,2,1540,1918,1967,1,S1,266000,40.83811536,-73.85250466,-4.1411819222775605,-0.4443750109979561,5
3926,Brooklyn,Crown Heights,07 RENTALS - WALKUP APARTMENTS             ,2A,1310,67,C3,449 EMPIRE BLVD,11225,4,0,4,2525,3567,1924,2,C3,1375000,40.66415945,-73.94719295,-0.5988688403920872,-0.4547039528229684,9
1536,Bronx,Mount Hope/Mount Eden,02 TWO FAMILY DWELLINGS                    ,1,2807,10,B9,1988 MORRIS AVE,10453,2,0,2,2000,3192,1899,1,B9,499999,40.851461,-73.90707753,-2.880433138423043,-0.25414734992185417,5
1538,Bronx,Mount Hope/Mount Eden,02 TWO FAMILY DWELLINGS                    ,1,2812,27,B2,1997 ANTHONY AVE,10457,2,0,2,2513,3653,2004,1,B2,545000,40.85119626,-73.90289752,-2.673908769539254,0.4169749653233897,5
5396,Brooklyn,Ocean Parkway-South,02 TWO FAMILY DWELLINGS                    ,1,7174,84,B1,40 SOUTHGATE COURT,11223,2,0,2,1600,2496,1925,1,B1,727845,40.5910776,-73.97162999,-3.179887027115726,-0.7107849731415391,7
3456,Brooklyn,Bushwick,23 LOFT BUILDINGS                          ,4,3148,17,L3,114 FORREST STREET,11206,0,13,13,10000,30340,1931,4,L3,10250000,40.70304197,-73.93215982,8.281106831816576,19.627500980055977,5
768,Manhattan,Washington Heights Upper,07 RENTALS - WALKUP APARTMENTS             ,2,2152,89,C1,517 WEST 180 STREET,10033,25,0,25,5000,16955,1917,2,C1,7900000,40.84775119,-73.93209253,24.82496296035595,-3.2183974956278165,8
5474,Brooklyn,Park Slope,02 TWO FAMILY DWELLINGS                    ,1,951,54,B3,147 BERKELEY PLACE,11217,2,0,2,1667,3378,1899,1,B3,1,40.67536341,-73.97568135,-3.0409877361899893,-0.6262013690359078,3
2104,Brooklyn,Bay Ridge,02 TWO FAMILY DWELLINGS                    ,1,6116,19,B1,236 95TH STREET,11209,2,0,2,1850,2124,1915,1,B1,1075000,40.6175959,-74.03512747,-3.1285992995689176,-0.5191738837171541,2
5879,Brooklyn,Sunset Park,14 RENTALS - 4-10 UNIT                     ,2A,709,2,S9,3919 4 AVENUE,11232,4,2,6,1875,4125,1930,2,S9,2175000,40.65216536,-74.00651343,-0.07816519984233261,-0.42832286677468495,9
